GeoFips,GeoName,LineCode,Description,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
93000,Great Lakes,2,Population (persons) 1/,25187000,25332000,25426000,25535000,25632000,25694000,25824000,25960000,26096000,26243000,26456000,26725000,27042000,27158000,26478000,26511000,26379000,28425000,29153000,29832000,30324000,30530000,30883000,31498000,32166000,33063000,33779000,34404000,34967000,35578000,35928000,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46440178,46510478,46578534,46676489,46752805,46787011
93000,Great Lakes,3,Per capita personal income (dollars) 2/,796,678,564,410,377,450,519,594,658,574,623,668,819,1009,1255,1327,1362,1366,1469,1604,1520,1681,1887,1962,2097,2020,2139,2250,2305,2262,2386,2454,2492,2620,2711,2874,3094,3319,3456,3741,4058,4229,4515,4909,5467,5926,6392,7013,7751,8569,9418,10185,11124,11681,12342,13616,14457,15228,15961,17046,18278,19207,19486,20732,21476,22615,23653,24796,26038,27552,28572,30306,31052,31328,31923,33059,33994,35725,37187,38351,36826,37685,39889,41494,42039,43686,45315
94000,Plains,1,Personal income (thousands of dollars),7497479,6715876,5597400,4222516,3762566,4193903,5487207,5630675,6453388,5905580,6164114,6473279,7930370,10660805,12667685,13217207,14042579,15658781,16952943,19853400,18339091,20715794,22675920,23994155,24356797,25343422,25892981,27240977,29173088,30919759,31713485,33311880,34562139,36881285,38368451,40010825,43914576,47248033,49574383,54070627,59311900,64275230,69188659,76424313,89095624,94313977,103657295,110974509,122639443,138811749,153093961,165390974,187050037,199322863,208977926,232623767,245605209,257212342,270883959,284015168,306273833,324425760,335764517,360319451,372338378,397332114,416502560,448190038,471141232,502075417,522532705,559567086,579316979,590968302,616756181,650501082,673097683,715168105,761922035,811473761,786346384,808918918,867752130,916941239,926813561,963230172,992813910
94000,Plains,2,Population (persons) 1/,13260000,13335000,13446000,13518000,13567000,13593000,13630000,13601000,13544000,13492000,13505000,13498000,13292000,13126000,12768000,12446000,12394000,13180000,13446000,13604000,13850000,14103000,14167000,14175000,14268000,14453000,14730000,14905000,14979000,14994000,15195000,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20537327,20646010,20761697,20889299,21009264,21120392
94000,Plains,3,Per capita personal income (dollars) 2/,565,504,416,312,277,309,403,414,476,438,456,480,597,812,992,1062,1133,1188,1261,1459,1324,1469,1601,1693,1707,1754,1758,1828,1948,2062,2087,2160,2220,2356,2442,2534,2776,2974,3110,3370,3661,3931,4200,4614,5358,5657,6191,6581,7236,8152,8954,9612,10835,11527,12062,13383,14114,14788,15543,16199,17407,18332,18817,19989,20447,21617,22454,23961,24992,26442,27314,29030,29900,30356,31517,33041,33990,35835,37896,40075,38560,39388,42030,44165,44368,45848,47007
95000,Southeast,1,Personal income (thousands of dollars),9864225,8477167,7446005,5615623,5733786,6926169,7625343,8788062,9564340,8881240,9580731,10447496,13872830,19301009,23857785,26241857,27153075,27844807,29109199,32651279,32276668,36143919,41525566,44443554,46563757,46609097,50594674,54746544,57801711,60503413,64761282,67089689,70752176,75496719,80549556,86981242,94562527,103717168,112424052,124490739,138941326,152513470,168280550,189052896,214605429,239133335,262142313,290858891,322755735,366893447,411993497,464065619,524660525,562473435,607216888,674332275,726846141,774420542,826632289,898737368,978126156,1039642513,1087708873,1168823918,1235395303,1309931704,1394805064,1479935672,1570491534,1687840437,1772130068,1899680707,1988459313,2040822900,2127668458,2278077142,2437752631,2618199312,2760150189,2856698462,2769842417,2859182022,3017052452,3136007274,3148451483,3312176708,3465301415
95000,Southeast,2,Population (persons) 1/,27152000,27312000,27463000,27665000,27903000,28190000,28418000,28628000,28923000,29350000,29843000,30277000,31016000,31595000,31778000,31296000,30820000,31751000,32169000,32275000,32803000,33860000,34421000,34661000,34681000,34830000,35399000,36071000,36874000,37435000,38115000,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78565573,79266618,79980739,80622406,81365172,82177832
95000,Southeast,3,Per capita personal income (dollars) 2/,363,310,271,203,205,246,268,307,331,303,321,345,447,611,751,839,881,877,905,1012,984,1067,1206,1282,1343,1338,1429,1518,1568,1616,1699,1725,1789,1879,1977,2104,2259,2454,2638,2892,3198,3468,3738,4108,4567,4987,5373,5874,6415,7178,7927,8776,9783,10368,11069,12147,12933,13620,14367,15463,16654,17468,17978,19003,19757,20605,21591,22556,23561,24958,25844,27335,28278,28683,29567,31198,32877,34879,36259,37072,35595,36392,38062,39210,39052,40708,42168
96000,Southwest,1,Personal income (thousands of dollars),4220004,3622249,3052655,2299464,2280515,2629769,3016183,3435118,3898083,3743868,3888234,4138225,5098743,7284350,9622620,10453677,10575170,10919458,12101243,13327418,14251967,15345864,17599756,19151462,19748339,20254040,21784217,23399734,25064432,26223042,27790150,28795586,30411402,31948458,33303837,35662461,38264015,41617944,45276071,50362197,56317664,62299472,68126733,75820869,86197944,96984979,109351628,122529526,136751403,157846351,182351995,209353933,244571091,268060290,284818071,312574634,336276720,346922227,356238591,377972430,404425167,433568698,453708566,488716681,517870864,550165516,588912349,632152308,684747847,742822291,780761079,849541752,900816481,916158455,953682907,1006445855,1101283761,1208863893,1284243510,1394758130,1320228177,1374987775,1490647485,1592627183,1628012943,1741656535,1814319327
96000,Southwest,2,Population (persons) 1/,8984000,9106000,9175000,9222000,9281000,9333000,9418000,9489000,9540000,9604000,9700000,9780000,9858000,10036000,10341000,10061000,9968000,10510000,10751000,11009000,11086000,11450000,11823000,12110000,12168000,12287000,12682000,12962000,13324000,13598000,13874000,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37476908,37988048,38545474,39071768,39673038,40293626
96000,Southwest,3,Per capita personal income (dollars) 2/,470,398,333,249,246,282,320,362,409,390,401,423,517,726,931,1039,1061,1039,1126,1211,1286,1340,1489,1581,1623,1648,1718,1805,1881,1928,2003,2023,2087,2140,2204,2334,2482,2673,2878,3148,3449,3748,3989,4332,4804,5284,5820,6359,6938,7822,8777,9771,11124,11762,12169,13146,13915,14111,14395,15204,16123,17062,17506,18448,19098,19810,20722,21784,23114,24565,25327,27072,28246,28249,28966,30065,32298,34593,36050,38456,35779,36689,39240,41318,41667,43900,45027
97000,Rocky Mountain,1,Personal income (thousands of dollars),1596636,1467539,1173081,926945,885603,1042051,1254068,1462049,1470928,1440938,1495060,1591856,1946080,2719959,3322935,3311727,3481329,3820761,4294426,4769837,4779446,5343163,6167502,6539394,6570578,6643253,7219888,7864579,8483449,8718172,9200110,9730682,10317776,11118554,11482250,12010432,12900036,13685709,14544114,15795980,17681026,19781320,22014241,24946229,28497043,32098765,35410907,39140516,43634667,50520135,57113131,64817811,73772157,79644087,84859641,91953954,96902167,100406091,103882866,109756816,119199729,127352543,135140768,146514405,158589533,169886195,183629289,197211262,210999331,230362190,246048213,269392776,282517131,288132142,297052625,312466239,336313433,367112638,392944275,410768622,391208750,400125759,433315163,461347229,479685748,512382602,535087539
97000,Rocky Mountain,2,Population (persons) 1/,2710000,2761000,2792000,2812000,2826000,2848000,2872000,2906000,2937000,2958000,2987000,3012000,2969000,2966000,3006000,2965000,2916000,3110000,3180000,3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949825,11085568,11226408,11385135,11542448,11726479
97000,Rocky Mountain,3,Per capita personal income (dollars) 2/,589,532,420,330,313,366,437,503,501,487,501,529,655,917,1105,1117,1194,1229,1350,1455,1413,1529,1758,1831,1789,1767,1856,1952,2063,2106,2177,2237,2294,2428,2479,2570,2743,2890,3041,3245,3577,3927,4238,4647,5156,5681,6125,6617,7178,8074,8870,9832,10941,11536,12063,12935,13519,13946,14417,15238,16477,17433,18074,19037,19977,20790,21913,23024,24125,25831,27055,29064,29956,30116,30702,31860,33725,36027,37760,38717,36244,36542,39088,41095,42133,44391,45631
98000,Far West,1,Personal income (thousands of dollars),7353201,6763919,5779979,4497767,4271680,4862589,5434492,6511816,6904945,6829257,7132384,7875767,10111276,14194309,18709093,20283425,20809379,22029146,22849084,24557998,24897074,29034336,33466183,36861937,39242951,40270595,43883200,47595755,50746091,53060264,57734574,60982224,64546216,69551271,74000134,79846854,85529968,93233448,100395153,110329943,121614128,131426091,140460901,154141482,170172717,190690590,212219107,235796974,261469941,298380888,338429909,383701003,429247487,458008109,494014766,545001484,586907512,628744627,674634044,733923275,796053804,857059080,892213369,946821359,977869636,1016044964,1071607247,1141289142,1216589265,1318818557,1403755746,1536971987,1586350068,1618003753,1697300017,1826512238,1936476098,2088412938,2183767768,2242389987,2160484549,2229798925,2373116476,2525722441,2559477354,2720305278,2883881888
98000,Far West,2,Population (persons) 1/,8123000,8327000,8465000,8546000,8629000,8753000,8905000,9120000,9360000,9526000,9688000,9889000,10254000,10985000,12025000,12803000,13264000,13514000,13650000,13880000,14219000,15392000,15942000,16530000,17217000,17820000,18384000,19101000,19764000,20469000,21159000,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52696552,53211538,53731534,54252012,54822243,55405026
98000,Far West,3,Per capita personal income (dollars) 2/,905,812,683,526,495,556,610,714,738,717,736,796,986,1292,1556,1584,1569,1630,1674,1769,1751,1886,2099,2230,2279,2260,2387,2492,2568,2592,2729,2816,2884,3009,3108,3274,3434,3684,3894,4219,4566,4849,5095,5521,6007,6621,7232,7878,8558,9537,10588,11705,12839,13437,14230,15430,16286,17078,17923,19042,20136,21104,21536,22423,22849,23481,24497,25754,27003,28796,30185,32571,33124,33365,34601,36824,38660,41297,42793,43450,41414,42314,44598,47006,47178,49620,52051
